12/28/2021,ネクスコ西日本は２８日午前１０時５９分から、舞鶴若狭自動車道下り線の福知山インターチェンジ（ＩＣ）―舞鶴西ＩＣ間を通行止めにしている。トレーラーが事故で道をふさいでいるため。上り線は通常通り通行できる。,社会,舞鶴若狭道　福知山ＩＣー舞鶴西ＩＣ間を通行止め　トレーラーが道ふさぐ　,https://www.kyoto-np.co.jp/articles/-/701619
12/28/2021,"<style type=""text/css"">.framewrap{  position: relative;  width: 100%;  height:0px;  padding-top: 800px;  }  .framewrap iframe{  position: absolute;  top: 0px;  width: 100%;  height: 800px;  }  </style> <div>　こちらは「きょうの京都検定１０問チャレンジ」のお試し版です。本番のページでは京都検定の２級と３級の過去問題を毎日１０問ずつ出題しています。お試し版では固定の１０問で遊ぶことができます。</div> <div>　この機会にぜひ会員登録いただき京都検定の受験対策や京都の魅力発見にお役立てください。京都検定に関するコンテンツをまとめたページは<strong><u><a href=""https://www.kyoto-np.co.jp/feature/kyoto_kentei/"" rel=""noopener noreferrer"" target=""_blank"">こちら</a></u></strong>です。</div> <div> </div> <div>　京都新聞出版センターでは、過去の京都検定の問題と解説を収録した「京都検定　問題と解説」を出版しています。詳しくは<strong><u><a href=""https://kyoto-pd.co.jp/products/list.php?category_id=45"" rel=""noopener noreferrer"" target=""_blank"">こちら</a></u></strong>から。</div> <div> <div class=""framewrap""><iframe frameborder=""0"" id=""inline-frame"" scrolling=""no"" src=""https://p.kyoto-np.jp/kp/puzzle/sample/quiz.html""></iframe></div> </div> <div> </div> <div class=""image-area figure-center"" style=""width:600px;""><a href=""https://www.kyoto-np.co.jp/articles/-/590451""><img alt="""" class=""main-image"" src=""https://kyoto-np.ismcdn.jp/mwimgs/a/d/600m/img_add7f1434662f796fa469f977a60185f104339.jpg""/></a></div> <div> </div> <!--kyoto-np_pc_inread--> <!-- /49367335/kyoto-np_pc_inread --> <div id=""div-gpt-ad-kyoto-np-pc-inread""> <script>      googletag.cmd.push(function() { googletag.display('div-gpt-ad-kyoto-np-pc-inread'); });    </script> </div>",文化・ライフ,きょうの京都検定１０問チャレンジ　お試し版,https://www.kyoto-np.co.jp/articles/-/693313
