11/07/2021,パソコン向け基本ソフト（OS）「Windows11」が、2021年10月に登場した。「同10」とは異なる画面や機能を搭載している。その使い方を、主要な画面を追いながら見ていこう。Windows11搭載パソコンを入手して、初めて電源を入れた際には、ユーザー（利用者）として自分を登録するなどの初期設定を行う。それさえ済めば、Windows 11が自由に使える状態になる（図1）。初期設定後は、パソコ...,コラム
11/07/2021,アンモニアを船舶燃料として活用する動きが広がっている。三井物産は2023年末をメドに、アンモニア燃料への切り替えが可能な世界初のアンモニア運搬船を導入する。商船三井は23年中にもアンモニアを燃料とする貨物船の発注を目指す。「海の脱炭素」に対する需要が高まるなか、環境に配慮した燃料への転換を進める。アジアへの輸送に使用三井物産はこのほど、飯野海運とアンモニア運搬船の定期用船契約を締結した。全長約160メートルの2万30...,日経産業新聞
11/07/2021,人工知能（AI）スタートアップのラディウス・ファイブ（東京・新宿）は低解像度のアニメ番組やゲーム内の映像を、高解像度の4Kに対応させる技術を持つ。過去のアニメ番組の再放送などで実績を積み、映画にも採用される見込み。AIがキャラクターを自動生成する技術もあり、ゲーム業界でも実装が進む。4Kは画素数が通常のフルハイビジョン（HD）の4倍で、細部まで鮮明に写せる。4K対応の液晶...,コラム
11/07/2021,米国などでみられる政治の分断が日本にも潜む。衆院選は事前予想を上回る自民党の勝利だった。出口調査や自治体ごとの得票のデータをひもとくと40歳未満の層で強さが顕著で、高齢者と溝がある。東北や信越の農業が盛んな県で集票力を高める一方、大都市や女性層は勢いがなく、様々な断絶が浮かび上がる。米国は政治の二極化の様相が強まっている。白人の中高年層は共和党が優勢で、「米国第一」を唱えたトランプ前大統領の誕生...,チャートは語る
11/07/2021,新潟県の日本酒3銘柄が毎月あなたの自宅ポストに届きます――。食品加工のFARM8（新潟県長岡市、ファームエイト）は日本酒の定期便サービス「SAKE POST」を始める。地酒をオリジナルのパウチに詰め、ポストに投函（とうかん）できるサイズに収めた。厳選した地元産の日本酒を手軽に味わってもらい、新規ファンの獲得につなげる。日常酒プラン（月1210円）と吟醸酒プラン（月1980円）の2種類を用意してい...,グルメ＆トラベル
11/07/2021,,
11/07/2021,衆院選比例代表の各党得票率を全国1741市区町村ごとに見てみよう。自民党の得票率は全体の84%にあたる1464の自治体で2017年の前回より上がった。日本維新の会が躍進した大阪など近畿では逆風が吹いた。自民党は小選挙区で議席を減らしたが、比例代表は前回の66議席を上回る72議席を得て6議席増やした。比例代表の得票率は前回17年の33.3%から34.7%に1.4ポイント上がった。47都道府県のうち上昇率が最も高かったのは岸田文雄首相（党総裁）の地元、広島県だ。9.0ポイント増の45.9%で「岸田効果」が表れた。北海道や東北、信越で集票力を高めた。北海道は179市町村すべてで上昇し、前回は候補を出した新党大地の票が流れたとみられる。東北は前回までは環太平洋経済連携協定（TPP）加盟の影響で農業票が離れたと指摘された。「選挙が厳しいと言われて活動を引き締めた」（自民党関係者）との要因もあり、復調した。日本維新の会の拠点である大阪を含む近畿6府県は青色が目立つ。市町村別に見ると大阪府の全43市町村、兵庫県の全41市町で減った。「維新旋風」をもろに受けた。自民党の21年の得票率を見てみる。太平洋側よりも日本海側で高い。都道府県別で最も高いのは山口県の49.6%。安倍晋三元首相が当選した山口4区のある長門市は64.3%に達する。最も低いのは大阪府の20.4%で、沖縄県も23.8%と弱い。中国5県（43.4%）と近畿6府県（25.7%）には17.7ポイントの差がある。東京は31.0%で全国平均（34.7%）より低く、東京・大阪の2大都市圏で課題を抱える。日本維新の会は比例代表で25議席を得て、公示前8議席の3倍に躍進した。全国1741市区町村の98%にあたる1708自治体で得票率は上がった。本拠地の大阪府から近畿全域に勢力を伸ばし、大阪府は43市町村すべてで得票率が自民党を上回った。小選挙区で候補者を擁立した各県の県庁所在地がある「1区」を軸に比例票を掘り起こした。大阪の地域政党の存在から全国に支持を広げる足場をつくった。立憲民主党は比例代表で39議席にとどまった。全体の得票率は20.0%で、前回出ていた希望の党の支持層をうまく取り込めなかった。共産党と選挙協力したため、離れた支持層もいたとみられる。東京23区はすべて前回より得票率を下げた。一方、北海道など官公労が強いとされる地域では得票率は高い。小沢一郎氏の地元、岩手県も高さが目立つ。,衆院選2021
11/07/2021,,
11/07/2021,【シュツットガルト（ドイツ）=共同】サッカーのドイツ1部リーグで6日、ビーレフェルトの奥川雅也は敵地のシュツットガルト戦で前半19分に先制点を挙げ、後半36分に退いた。今季リーグ戦で2点目。チームは1-0で勝ち、開幕11試合目で今季初白星を挙げた。シュツットガルトの遠藤航は後半27分に退き、伊藤洋輝はフル出場した。,スポーツ
11/07/2021,中国で年間最大のネット通販セール「独身の日」が始まり、11日に最終日を迎える。個人消費が低迷するなか、アリババ集団などのネット通販大手を中心に需要取り込みに動いている。アリババの2020年の取扱高は、過去最高の4982億元（約8兆8千億円）を記録した。ただ、今回は習近平（シー・ジンピン）指導部の方針を受け、例年とは様相が異なる。独身の日は現地で「双11」と呼ばれている。11月11日はシングルを意...,中国・台湾
11/07/2021,【トリノ=共同】フィギュアスケートのグランプリ（GP）シリーズ第3戦、イタリア大会最終日は6日、トリノで行われ、女子はショートプログラム（SP）5位の三原舞依（シスメックス）がフリー4位の144.49点をマークし、自己ベストの合計214.95点で4位となった。SP4位の宮原知子（木下グループ）がフリー5位の合計209.57点で5位。SP3位だった昨季の世界選手権覇者のアンナ・シェルバコワ（ロシア）がフリー1位で逆転し、合計236.78点でGP通算3勝目を挙げた。,スポーツ
11/07/2021,上場企業の業績改善に弾みがついてきた。2022年3月期の純利益は前期比45%増える見通しだ。増益率は8月時点の36%増から上振れる。新型コロナウイルス禍からの経済回復に伴う市況改善などで海運や鉄鋼の業績が拡大する。半導体不足や原材料高など懸念材料も多い中、21年10月～22年3月期（下期）も好業績を維持できるかが、出遅れていた日本経済回復のカギを握る。【関連記事】5日までに決算と今期予想を発表した企業784...,ビジネス
11/07/2021,与野党が沖縄の選挙に力を入れ始めた。2022年は県知事選と参院選に加え、米軍普天間基地の移設に関わる名護市長選が集中する。先の衆院選は14年以降の主要選挙で初めて自民党の得票率が移設反対派の「オール沖縄」を上回った。地殻変動のなかで3つの選挙を迎える。松野博一官房長官は6日、沖縄県庁で玉城デニー知事と面会した。「日米同盟の抑止力の維持と、普天間の危険性の除去を考え合わせた時、辺野古移設は唯一の解...,新型コロナ
11/07/2021,自治体が環境や社会貢献などESG（環境・社会・企業統治）に使い道を限定した地方債を発行する動きが広がっている。2021年度は前年度の3都県から少なくとも7都県市に増える。ESG債は海外の国債市場でも注目が高まっているが、日本では地方が国に先行。インフラ老朽化などに苦慮する自治体の有力な資金調達手段になりつつある。川崎市は8月、政令指定都市では初の「グリーンボンド（環境債）」を発行した。償還期限5...,SDGs
11/07/2021,【ダブリン=共同】ラグビーの日本代表は6日、ダブリンでアイルランド代表とテストマッチを行い、5-60で大敗した。2016年のジョセフ・ヘッドコーチ就任後では最大点差の敗戦。対戦成績は1勝11敗となった。世界ランキング10位の日本は前半から防戦一方の展開となり、世界5位のアイルランドに4トライを許すなど0-29で折り返した。後半はWTBフィフィタ（花園）がトライを挙げたが、5トライを奪われて点差を広げられた。欧州遠征中の日本は13日にポルトガル、20日にスコットランドと対戦する。,スポーツ
11/07/2021,男子ゴルフのアジア太平洋アマチュア選手権は6日、アラブ首長国連邦のドバイクリーク・クラブ（パー71）で最終ラウンドが行われ、首位で出た21歳の中島啓太（日体大）が68で回り、通算14アンダー、270で並んだ香港選手とのプレーオフを2ホール目で制して優勝した。来年のメジャー2大会、マスターズ・トーナメントと全英オープン選手権の出場権を獲得。日本勢の優勝は2010年、11年を2連覇した松山英樹、18年の金谷拓実に続いて3人目となった。中島は9月のパナソニック・オープンで国内男子ツアー史上5人目のアマチュア優勝を達成した有望株。世界アマチュアランキングは1位。（共同）,スポーツ
11/07/2021,柔道のグランドスラム・バクー大会第2日は6日、バクーで男女計4階級が行われ、女子70キロ級の寺田宇多菜（JR東日本）が決勝でクロアチア選手を下して優勝した。全4試合で指導3の反則勝ちを含む一本勝ち。男子73キロ級の大吉賢（了徳寺大職）は2位。2016年リオデジャネイロ五輪2位のルスタム・オルジョフ（アゼルバイジャン）との2回戦など4試合連続一本勝ちで決勝に進出したが、ロシア選手に屈した。女子63キロ級の堀川恵（パーク24）は準決勝で敗れて回った3位決定戦を制した。男子で81キロ級の友清光（日本製鉄）は準々決勝に続いて敗者復活戦も敗れ、同級の賀持喜道（日大）、73キロ級の塚本綾（日体大）は2回戦敗退。今大会に東京五輪代表は男女とも出場していない。〔共同〕,スポーツ
