03/19/2022,◆3月20日（日）総合　午前6時10分～6時40分目撃！　にっぽん選　「遺された声　～横井庄一の “戦争” ～」　※2021年11月初回放…,文化・ライフ,京都テレビ案内 3月20日　ドラマ しずかちゃんとパパ,https://www.kyoto-np.co.jp/articles/-/753474
03/19/2022,サバを使ったサンドイッチと言えば、トルコ・イスタンブール名物の「サバサンド」。トルコのサバサンドは、焼いたサバとレタス、タマネギをバゲット…,特集/一日一パン,サバ　バーガー＜BOULANGERIE quatre saisons（ブーランジェリーキャトルセゾン）＞,https://www.kyoto-np.co.jp/articles/-/746318
