02/26/2022,◆2月27日（日）ＢＳ４Ｋ　午後2時30分～4時00分美の壺　スペシャル　「庭園」　※ＢＳＰで2022年2月12日初回放送世界に誇る日本の…,文化・ライフ,京都テレビ案内 2月27日　美の壺 スペシャル「庭園」,https://www.kyoto-np.co.jp/articles/-/739182
02/26/2022,春霞（はるがすみ）がたなびくように、ブラックオリーブを包み込む白い生地。「フランスパン生地を、１２時間くらい発酵させてから、分割して、オリ…,特集/一日一パン,オリーブチーズ＜Boulangerie Galopain（ブーランジェリー ガロパン）＞,https://www.kyoto-np.co.jp/articles/-/734701
