02/21/2022,◆2月22日（火）総合（京都府域向け）　午後2時05分～2時35分パン旅。　「京都・千年の都を彩る個性派パン屋さん」　※ＢＳＰで2019年…,文化・ライフ,京都テレビ案内 2月22日　プロフェッショナル「土木技術者・山口宇玄」,https://www.kyoto-np.co.jp/articles/-/735203
02/21/2022,生地の上に、たっぷりとかかったシナモンシュガー。その様は、まるで手触りのよい布で覆われたかのようで、温かみを感じられる。「ベーグルらしいし…,特集/一日一パン,シナモンリンゴクルミとクリームチーズのベーグル＜ブラウニーブレッドアンドベーグルズ＞,https://www.kyoto-np.co.jp/articles/-/734696
