03/31/2022,ブリオッシュの発祥は、16世紀のフランス・ノルマンディー地方と伝えられている。名前のテットはフランス語で「頭」という意味で、ブリオッシュア…,特集/一日一パン,ブリオッシュ アテット＜LIBERTÉ P TISSERIE BOULANGERIE（リベルテ・パティスリー・ブーランジェリー）京都店＞,https://www.kyoto-np.co.jp/articles/-/757260
03/31/2022,"<strong>　<span style=""font-size:24px;"">教職員異動情報　2022年度（京都・滋賀の公立小中高）</span></strong>2022年4月の教職員異動について、学校名や教員名などで検索できます。  <span style=""font-size:20px;"">　<strong><span style=""color:red;"">2022年4月1日10時に公開予定です。</span></strong></span>    <a href=""/articles/-/755429""><u><strong><span style=""font-size:22px;"">■京都市教委</span></strong></u></a>  <a href=""/articles/-/755430""><u><strong><span style=""font-size:22px;"">■京都府教委</span></strong></u></a>  <a href=""/articles/-/755432""><u><strong><span style=""font-size:22px;"">■滋賀県教委</span></strong></u></a>※ご利用について■ ご利用については京都新聞デジタルサービスのライトプラン（月額480円）、もしくは新聞購読者プラン（京都新聞定期購読者の方対象、月額480円）以上の有料プランへの登録が必要です。申し込み月は無料です（月内に解約した場合は有料）。ご登録は<a href=""/auth/preregistration""><u>こちら</u></a>。デジタルサービスの詳細は<u><a href=""/list/corporate/price_navi/"">こちら</a></u>。",文化・ライフ,【教職員の異動特集】学校名や教員名が検索できます,https://www.kyoto-np.co.jp/articles/-/756658
