03/09/2022,【ジャカルタ=地曳航也】インドネシアのジョコ大統領は日本経済新聞の単独インタビューに応じた。ウクライナを侵攻したロシアに停戦を呼びかけ、交渉による解決を促した。2022年の20カ国・地域（G20）の議長国として途上国の再生可能エネルギーへの転換を支援する方策を主要議題にする考えを示した。インドネシアは東南アジアで唯一、日米欧の先進国に加え、ロシア、中国、インドなどの新興国を含むG20に名を連ね、...,ウクライナ侵攻,侵攻ロシアに停戦要求　インドネシア大統領インタビュー,https://www.nikkei.com/article/DGXZQOGM0792T0X00C22A3000000/
03/09/2022,米国の航空会社が国内線の再編に乗り出している。新型コロナウイルスのパンデミック（世界的大流行）によって不採算となった路線を減便する一方、パンデミック下でも需要が伸びた都市への路線は便数を増やしている。路線の再編は広範囲にわたっている。英航空情報会社シリウムが集計した米国内線の運航データによると、従来のビジネス拠点に向かう便が減らされ、休暇の目的地や需要が伸びている都市への路線に機材が振り向けられ...,新型コロナ,[FT]米航空、国内路線再編 コロナでビジネス客戻らず,https://www.nikkei.com/article/DGXZQOCB091IC0Z00C22A3000000/
03/09/2022,9日午前の東京株式市場で日経平均株価は反発し、前日比182円78銭（0.74%）高の2万4973円73銭で終えた。前日までの3営業日で1700円超安と大幅に下げていたため、自律反発狙いの買いが優勢となった。節目の2万5000円台に乗せる場面もあったが、ウクライナ情勢を巡る不透明感は残ったままでその後は伸び悩んだ。足元で下げがきつかった銘柄や資源高の恩恵を受ける銘柄に物色が向かった。前日に日経平均は節目の2万5000円を下回って1年4カ月ぶりの安値を付けており、市場では「年金基金や個人投資家が押し目買いに動いたようだ」（国内証券）との声が聞かれた。もっとも、ロシアによるウクライナ侵攻は予断を許さない状況が続いており、米欧の対ロ制裁の影響を見極めたいとの姿勢は根強い。資源高による景気悪化や企業業績に及ぼす影響は見通せず、積極的に上値を追う雰囲気は乏しかった。JPX日経インデックス400は反発した。東証株価指数（TOPIX）も反発し、前引けは前日比1%高で終えた。前引け時点の東証1部の売買代金は概算で1兆6027億円、売買高は7億1692万株だった。東証1部の値上がり銘柄数は1498と、全体の約7割を占めた。値下がりは585銘柄、変わらずは96銘柄だった。いすゞやトヨタ、ソフトバンクグループ、ANAHDが上昇。大平金やコマツ、日揮HDが買われた。一方、キッコマンや東電HD、リコー、リクルート、NTTデータ、アステラスが売られた。〔日経QUICKニュース（NQN）〕,国内株概況,東証前引け　反発、一時2万5000円台　自律反発狙いの買い優勢,https://www.nikkei.com/article/DGXZASS0ISS13_Z00C22A3000000/
03/09/2022,9日午前の新興企業向け株式市場で日経ジャスダック平均株価は反発した。前引けは前日比16円80銭（0.49%）高の3467円21銭となった。ロシア軍によるウクライナ侵攻を背景にした投資家心理の冷え込みで前日に昨年来安値を更新するなど、最近の下げがきつかった反動で自律反発を狙った買いが入った。ただ、積極的な上値追いは限られ、相場は小幅安に転じる場面もあった。ジャスダック市場の売買代金は概算で204億円、売買高は2791万株。東映アニメ、フルヤ金属、ウエストHDが上昇した。半面、セプテニHD、マクドナルド、3DMが下落した。東証マザーズ指数は続落した。前引けは前日比5.79ポイント（0.85%）安の675.93だった。サンバイオ、フリー、メルカリが下落した。一方、そーせい、サイバダインが上昇した。〔日経QUICKニュース（NQN）〕,国内株概況,新興株前引け　ジャスダックが反発　マザーズは続落,https://www.nikkei.com/article/DGXZASS0ISST1_Z00C22A3000000/
03/09/2022,【ロンドン=共同】スポーツ仲裁裁判所（CAS）は8日、国際サッカー連盟（FIFA）と欧州サッカー連盟（UEFA）から国際大会への出場禁止の措置を科されたロシア・サッカー連合からの不服申し立てを受理したと発表した。ロシアのウクライナ侵攻を受け、FIFAとUEFAは2月28日にロシアの代表とクラブチームを主催大会に出場させないことを決定。ロシア連合は「法的根拠はない」と主張し、取り消しを求めている。,スポーツ,CAS、ロシアの申し立て受理　国際大会への出場禁止,https://www.nikkei.com/article/DGXZQOKC092PZ0Z00C22A3000000/
03/09/2022,味の素は9日までに、ロシアの現地法人の駐在員に退避指示を出したと明らかにした。現地駐在員は2人で、1人は日本に帰国している。残る1人も来週中に帰国する予定。ロシア事業は日本からオンラインで指示を出す体制にして継続...,サービス・食品,味の素　ロシアの駐在員を国外退避,https://www.nikkei.com/article/DGXZQOUC0928A0Z00C22A3000000/
03/09/2022,9日午前の東京株式市場で日経平均株価は反発し、午前終値は前日比182円78銭（0.74%）高の2万4973円73銭だった。前日までの3営業日で1700円超安と大幅に下げていたため、自律反発狙いの買いが優勢となった。日経平均は2万5000円を上回る場面もあったが、ウクライナ情勢を巡る不透明感は根強くその後は伸び悩んだ。〔日経QUICKニュース（NQN）〕,国内株概況,日経平均前引け　反発　182円高の2万4973円,https://www.nikkei.com/article/DGXZASFL09HE6_Z00C22A3000000/
03/09/2022,【ジュネーブ=共同】国際テニス連盟（ITF）とツアー大会を統括する男子のプロテニス選手協会（ATP）、女子テニス協会（WTA）、四大大会の主催者は8日、ロシアの侵攻を受けたウクライナの人道支援策として合計70万ドル（約8050万円）の寄付を共同声明で発表した。各組織が10万ドルずつ拠出する。テニス界が一体となって支援する新たな取り組みとして、ウクライナ国旗の青と黄色でデザインしたリボンを選手に配り、9日に始まるBNPパリバ・オープン（米国）で着用を促す。ATPやWTA、ウィンブルドン選手権の公式ツイッターは、プロフィル画像をリボンに変更した。,ウクライナ侵攻,国際テニス連盟など、ウクライナに8000万円寄付,https://www.nikkei.com/article/DGXZQOKC092LR0Z00C22A3000000/
03/09/2022,2015年のイラン核合意の復活に向けて、イランと米国の交渉がまとまるには「数日中」に「政治的判断」が下される必要がある。欧米諸国がイラン政府に草案の受け入れを働き掛ける中、欧州連合（EU）の上級外交官がこう表明した。オーストリアの首都ウィーンで米イラン間接協議を取り持つEU対外活動庁のエンリケ・モラ事務局次長は「専門家レベルの協議」がもう開催されなくなり、「正式な会合もなくなった」と明かした。...,FT,[FT]「数日中」の政治判断を、イラン核交渉でEU高官,https://www.nikkei.com/article/DGXZQOCB090C30Z00C22A3000000/
03/09/2022,2011年3月の東日本大震災で急激な地盤沈下が起きた東北の三陸沿岸で、地盤が徐々に隆起する現象が続いている。震災以降、70センチ近く上昇した観測点もある。東北の地下深くで起きている「スロー地震」が原因とみられ、震災に伴う地殻変動が今なお続いていることを示している。地盤の上昇が続いているのは、岩手県から房総半島（千葉県）にかけての太平洋沿岸。特に岩手県南部と宮城県では地盤の隆起が大きく、11年の東...,災害・気象,スロー地震で地盤隆起続く　東日本大震災で沈下の沿岸部,https://www.nikkei.com/article/DGXZQOUE288CO0Y2A220C2000000/
