03/20/2022,◆3月21日（月）Ｅテレ　午前11時30分～11時54分（再）趣味どきっ！　茶の湯　表千家　掃径迎良友　（６）「もてなしの準備～点前の道具…,文化・ライフ,京都テレビ案内 3月21日　花の若冲「こうほねとかざぐるま」,https://www.kyoto-np.co.jp/articles/-/753501
03/20/2022,「和菓子屋さんで、おいしいみそあん餅を食べたのがきっかけでした」と思い出し笑いをするオーナーの中澤衛さん。その時の感動から、みそあんをベー…,特集/一日一パン,黒糖くるみ みそあんプレッツェルベーグル＜ベーカリー＆ダイニング６０３（ロクマルサン）＞,https://www.kyoto-np.co.jp/articles/-/752255
