04/09/2022,岸田文雄首相は9日、神戸市で記者団に脱炭素社会に向けた水素の活用に支援策を講じると表明した。「官民連携のもとカーボンニュートラルの実現という目標に見合った大胆な支援策を講じていきたい」と強調した。世界初の液化水素運搬船などを視察した。,政治,首相、水素社会実現へ支援策　視察先で表明,https://www.nikkei.com/article/DGXZQOUA0928Q0Z00C22A4000000/
04/09/2022,日本企業の債務が膨らんでいる。収益規模などに照らして過剰とみられる額は2021年末時点で76兆円に達する。新型コロナウイルス禍で打撃を受けた飲食・宿泊業などは政府の資金繰り支援で延命していても業績回復は鈍い。ロシアのウクライナ侵攻で加速する資源高も負担になる。危機対応の出口が見通せず、本来必要な成長力の底上げが進まない状況が続く。日本総合研究所上席主任研究員の西岡慎一氏は財務省が公表した21年...,経済,企業の過剰債務76兆円、21年末推計　飲食や宿泊で増加,https://www.nikkei.com/article/DGXZQOUA17B0D0X10C21A9000000/
04/09/2022,東北電力グループで送配電事業を担う東北電力ネットワーク（仙台市）は9日、再生可能エネルギー事業者に発電の一時停止を求める「出力制御」を10日に実施すると発表した。東北6県・新潟エリアの出力制御は初めて。10日は好天となって太陽光発電の出力が高くなり、供給が需要を上回ると見込まれる。需給バランスが崩れて停電が起きることを防ぐ。10日は火力発電の出力抑制などをしても余剰電力が発生するという。時間帯は午前8時～午後4時で、再生エネの出力642万キロワットのうち最大38万キロワットを制御する。9日には四国電力グループが初めて再生エネの出力制御を実施した。,東北,東北電力、10日に初の再生エネ出力制御,https://www.nikkei.com/article/DGXZQOCC092XH0Z00C22A4000000/
04/09/2022,ドイツのショルツ首相は4月下旬に来日し岸田文雄首相と会談する方向で調整に入った。2021年12月の就任後、初めてとなる。ロシアによるウクライナ侵攻や覇権主義的な動きを強める中国への対応を協議する。ドイツは今年の主要7カ国首脳会議（G7サミット）の議長国を務める。6月の会合を前に認識をすり合わせる。ウクライナ侵攻を踏まえ、インド太平洋地域で力による...,ヨーロッパ,ショルツ独首相、4月下旬に初来日へ　岸田首相と会談,https://www.nikkei.com/article/DGXZQOUA092VK0Z00C22A4000000/
04/09/2022,岸田文雄首相は9日、神戸市で記者団にロシアによるウクライナ侵攻の追加制裁であるロシア産石炭の禁輸を巡る対応に意欲を示した。「価格高騰については可能な限り回避するべく、代替調達をしっかり進めなければならない」と強調した。,政治,首相「代替調達進める」　ロシア産石炭禁輸巡り　,https://www.nikkei.com/article/DGXZQOUA092OA0Z00C22A4000000/
04/09/2022,米格付け会社S&Pグローバル・レーティングは8日、ロシアの外貨建て国債の格付けを部分的なデフォルト（債務不履行）とみなす「SD（選択的デフォルト）」に引き下げた後、格付けの付与を取りやめた。ロシアは当面、国債発行を通じた外貨調達の道を閉ざされる。ただ、エネルギー価格の高騰で2022年の経常黒字は2500億ドル（約30兆円）強との分析もある。外貨にはなお余力があるとみられる。S&,グローバルマーケット,ロシア｢一部デフォルト｣　外貨・財政になお余力も,https://www.nikkei.com/article/DGXZQOUB091VB0Z00C22A4000000/
04/09/2022,川崎重工業など7社で構成する技術研究組合は9日、世界で初めて開発した液化水素運搬船の実証が成功したことを受け神戸市内で式典を開いた。岩谷産業やJパワーなどが参画し、オーストラリアで石炭から水素を生成、液化して日本に輸送するプロジェクトに2016年から取り組んでいた。水素の普及拡大に向け、今後は大型輸送船や供給設備の実用段階に入る。実証研究は豪ビクトリア州のプラントで低品位の「褐炭」をガス化・精製して液化し、運搬船で日本まで約9000キロメートル輸送するプロジェクト。川崎重工が開発した最大積載量75トンの水素実証船「すいそふろんてぃあ」は21年12月に神戸港を出航し、液化水素を積んで今年2月に神戸港に帰港。神戸市内の水素荷役施設に陸揚げしていた。9日、水素荷役拠点「Hytouch神戸」で開いた式典には岸田文雄首相のほか、川崎重工の橋本康彦社長など参画企業の首脳ら約50人が出席。岸田首相は「エネルギーの安定調達と脱炭素化には水素社会の構築が大きなカギになる」と述べた。川崎重工の橋本社長は「水素の大規模輸送に向け、設備の大型化や商用化など早期実現に尽力したい」と将来的な水素事業の拡大に意欲を見せた。燃やしても二酸化炭素を出さない水素は、脱炭素社会の切り札として有力視されており、日本政府は30年に年間300万トンの水素の調達をめざす。現状では世界で唯一運搬船を手がける川崎重工は、このうち22万5000トンを手がける考えだ。大量運搬で水素の値下がりを後押しし、足元で1ノルマル立方メートル（セ氏0度、1気圧での体積）あたり約170円の供給コストを30年に30円程度まで引き下げることをめざす。,カーボンゼロ,川重など、日豪間の水素運搬実証成功　神戸市で式典,https://www.nikkei.com/article/DGXZQOUC089H60Y2A400C2000000/
04/09/2022,卓球の杭州アジア大会代表選考会は9日、東京都北区の赤羽体育館で始まり、女子はA組の伊藤美誠（スターツ）と木原美悠（エリートアカデミー）、B組の平野美宇（木下グループ）と佐藤瞳（ミキハウス）が2連勝して代表に決まった。石川佳純（全農）は2連敗で落選した。男子はB組の吉村真晴（愛知ダイハツ）と松下大星（クローバー歯科）が代表入りを確定させた。A組は戸上隼輔（明大）が2連勝した。有延大夢（琉球）が体調不良で棄権した男子は7人、女子は8人が出場。2組に分かれて総当たりの1次リーグを行い、各組2位までが団体の代表になる。各組1位が決勝に進み、優勝者がシングルス代表となる。3月のライオンカップ・トップ32を制した男子の張本智和（IMG）、女子の早田ひな（日本生命）もシングルス代表に決まっている。〔共同〕,スポーツ,卓球・伊藤美誠らアジア大会へ　代表選考会、石川は落選,https://www.nikkei.com/article/DGXZQOKC092WC0Z00C22A4000000/
04/09/2022,東京六大学野球の春季リーグは9日、神宮球場で開幕して1回戦の2試合が行われ、3季連続優勝を目指す慶大が東大を11-4で下し、法大が早大に4-1で勝った。慶大は4-4の八回、宮崎の勝ち越し3ランと広瀬のソロなどで一挙7点を奪った。法大は篠木が6安打1失点、14奪三振で完投した。リーグは今季は5季ぶりに勝ち点制が復活し、2戦先勝で争われる。〔共同〕,スポーツ,東京六大学野球が開幕　慶大が東大下す、法大も勝つ,https://www.nikkei.com/article/DGXZQOKC092QN0Z00C22A4000000/
04/09/2022,富士フイルム・スタジオアリス女子第2日（9日・埼玉県石坂GC=6475ヤード、パー72）27歳で通算17勝の鈴木愛が4位から6バーディー、1ボギーの67と伸ばし、通算8アンダーの136で首位に立った。前日首位の大里桃子は71で1打差の2位に後退。67の岸部桃子と69の上田桃子が通算6アンダーの3位。権藤可恋と沖せいらが5アンダーの5位となった。3週連続優勝が懸かる西郷真央と昨季賞金女王の稲見萌寧は3アンダーの13位。1オーバーまでの59人が決勝ラウンドに進出した。（出場108選手=アマ5、晴れ、気温20.8度、南の風2.1メートル、観衆3674人）〔共同〕,スポーツ,鈴木愛が首位浮上、1打差に大里桃子　女子ゴルフ第2日,https://www.nikkei.com/article/DGXZQOKC092P80Z00C22A4000000/
