11/05/2021,ライトアップされた「もみじのトンネル」をゆっくり進む電車（５日午後５時９分、京都市左京区）叡山電鉄は、京都市左京区の市原－二ノ瀬駅間２５０メートルで紅葉をライトアップする「もみじのトンネル」を６日から始める。土砂災害で同区間の運行を休止していたため、実施は２年ぶり。５日夜に試験点灯があり、色づき始めた木々が闇夜に浮かび上がった。もみじのトンネルは、沿線のモミジ２８０本を乗客に楽しんでもらう催し。同社や京都バス、貴船観光会でつくる実行委員会が主催する「京の奥座敷・貴船もみじ灯籠」の一環で行う。期間中は、貴船神社や周辺の旅館街であんどんをともすほか、貴船口、二ノ瀬駅もライトアップする。昨年７月に貴船口駅付近で斜面が崩落し、もみじのトンネルの区間を含む市原－鞍馬駅間の運行を今年９月まで取りやめていた。一帯の木々に影響はなく、この日も車窓には、錦秋にふさわしい風景が映し出されていた。ライトアップは２８日まで。,特集/京都・滋賀の紅葉ガイド
11/05/2021,古くから「秋はもみじの永観堂」といわれ,特集/京都・滋賀の紅葉ガイド
11/05/2021,ＧＩＧＡスクール構想を踏まえたセキュリティー対策について検討する出席者ら（京都市上京区・京都府警本部）国の政策として小中学校に配備されるデジタル端末がサイバー犯罪やいじめに悪用されるのを防ぐため、京都府警は５日、京都市上京区の京都府警本部で、京都府と京都市の教育委員会、ＩＴ事業者を対象にした対策協議会を開いた。府内でも生徒の成り済まし被害があったと明らかにし、セキュリティー面の課題を共有した。文部科学省は「ＧＩＧＡスクール構想」として、全国の児童、生徒に１人１台のタブレット端末やパソコンを配る計画を進めている。一方、昨年１１月には東京都町田市の小学校でタブレット端末に悪口を送信されるいじめがあり、６年の女児が自殺した。この日の協議会では、府警サイバー犯罪対策課の幹部が端末が悪用された二つの事例を紹介した。府内の高校で生徒が同級生に成り済まして教員にみだらなメッセージを送信していたことがあり、教員が出席番号をもとにしたパスワードをクラス全員に伝えてしまったことが原因だとした。他府県の高校では教員が端末にフリーソフトをダウンロードした際、不正プログラムに感染。サイバー犯罪者が正体を隠して不正アクセスする「踏み台」に端末が悪用されたという。同課の担当者は「教員のセキュリティー意識や安全管理態勢に問題がある。教育現場にサイバー犯罪が付け入る隙を与えないようにしてほしい」と呼び掛け、参加した教委職員ら約３０人と対策について議論した。,社会
11/05/2021,上山　安敏氏（うえやま・やすとし＝京都大名誉教授、西洋法制史）,社会
11/05/2021,星野リゾート（長野県軽井沢町）は５日、京都市東山区の八坂神社近くに、都市観光に特化したホテル「ＯＭＯ５（オモ）京都祇園　ｂｙ　星野リゾート…,社会
11/05/2021,２０２２年北京冬季五輪開幕まで４日で３カ月となった。新型コロナウイルス感染拡大の影響を受けながらも、各競技でシーズンが本格化し、代表を目指す選手らの戦いが佳境を迎えている。京滋関係では、２大会連続出場が懸かるフィギュアスケート女子の宮原知子（木下グループ、京都市中京区出身）らが、最終予選となる１２月の全日本選手権へ向け演技を磨く。,スポーツ
11/05/2021,新型コロナウイルスの感染拡大でタクシーの乗客が激減する中、京都府タクシー協会（京都市伏見区）は５日、車内の感染症対策への補助を求める要望書…,医療・コロナ
11/05/2021,新型コロナウイルスの感染拡大は、過去最多の感染者を出した「第５波」がピークを過ぎ、府内では４度目の緊急事態が解除された。昨年春から感染防止…,社会
11/05/2021,この週末、７日の日曜日に僕たちＨｏｍｅｃｏｍｉｎｇｓは２年ぶりに京都でライブをする。場所もイベントも２年前と同じＫＢＳホールで行われるボロ…,特集/Homecomings
11/05/2021,東京五輪は日本勢が史上最多の金メダルを獲得する活躍で閉幕した。ＩＯＣ（国際オリンピック委員会）は五輪の支持層をより若い世代へ広げたいので、…,特集/プレミアムコラム
11/05/2021,京都府庁京都府と京都市は５日、新たに５人の新型コロナウイルス感染者を確認したと明らかにした。京都市が３人、それ以外の京都府が２人だった。府内の感染者は計３万５８９９人となった。,医療・コロナ
11/05/2021,日本や中国、韓国、東南アジア諸国連合（ＡＳＥＡＮ）など計１５カ国が加盟する地域的な包括的経済連携（ＲＣＥＰ）協定が、来年１月に発効することになった。人口と域内総生産（ＧＤＰ）が、世界全体の約３割を占める最大級の経済圏がアジアに誕生することになる。まずは日本や中国、オーストラリアなど手続きが完了した計１０カ国でスタートする。新型コロナウイルス流行からの経済回復に向け、貿易・投資の活発化による後押しとなることが期待されよう。ＲＣＥＰは、関税削減や投資などの統一ルールにより自由貿易を推進する枠組みだ。日本にとって最大の貿易相手国である中国と、３番目にあたる韓国と結ぶ初めての経済連携協定（ＥＰＡ）となる。昨年１１月に各国が協定に署名し、国内手続きを進めてきた。加盟国全体の関税撤廃率は品目ベースで９１％となる。日本から輸出する自動車部品などの工業製品にかかる関税は段階的に下がり、最終的には９２％が撤廃される。輸出企業にとって追い風になるとみられる。日本政府は、協定発効によって国内のＧＤＰを約２・７％押し上げ、雇用は約５７万人増えると試算している。２０１８年１２月に発効した環太平洋連携協定（ＴＰＰ）における日本の関税撤廃率９５％に比べると緩やかだが、経済効果は大きく上回る。注目されるのは、中国が参加している点だ。ＲＣＥＰでは、国が進出企業に対して技術移転を要求することを禁止する規定が設けられ、中国は初めて受け入れた。商標を含む知的財産の保護や、データの流通などに関する電子商取引（ＥＣ）についても、一定の国際ルールが適用される。ただ、国際的に問題視されている中国政府による国有企業への過剰な補助金の投入をはじめ、環境、労働問題などに関する規定は盛り込まれていない。中国は９月、こうしたルール水準や関税撤廃率がより厳しいＴＰＰへの加盟を申請した。ＲＣＥＰの協定内容を守れるかどうかは、中国にとってＴＰＰ加盟への試金石になろう。ＴＰＰ議長国の日本は、関係各国と連携しながら、中国の順守状況を注視していくことが求められる。,社会
